well_id,pad_id,fold,representative_x,representative_y,total_rows,visible_rows,hidden_rows
f4d12d23,f4d12d23,2,2916511.855000,1041732.220000,5448,1747,3701
f56d3ace,f56d3ace,4,3003253.430000,1113993.130000,7383,1951,5432
f5859199,f5859199,4,2987350.675000,1055037.005000,7438,1648,5790
f5d8aab6,f5d8aab6,2,3006723.765000,1131853.385000,6576,2132,4444
f631da6e,f631da6e,1,2983857.715000,1109692.650000,5604,1511,4093
f6824bb0,f6824bb0,2,2905537.505000,1039566.180000,6864,1849,5015
f6bc699b,f6bc699b,0,2953351.260000,1073492.330000,5501,1749,3752
f6d009f4,f6d009f4,1,3007619.660000,1138393.940000,8003,1288,6715
f72b268f,f72b268f,1,3004292.890000,1132756.640000,7918,1514,6404
f8662c22,f8662c22,1,2973628.940000,1064162.200000,6957,1528,5429
f88ddb26,f88ddb26,2,2985639.200000,1062058.740000,6585,1595,4990
f8afa78a,f8afa78a,0,2888539.060000,1019776.420000,7367,1335,6032
f8f59188,f8f59188,2,3006448.365000,1125023.660000,6740,1933,4807
f9fc81aa,f9fc81aa,2,2907764.020000,1029348.090000,7113,1515,5598
fa16d114,fa16d114,4,2890544.600000,1021606.335000,6928,1242,5686
fa31da94,fa31da94,1,3015134.370000,1112035.510000,6681,1654,5027
fa667be2,fa667be2,1,3008751.070000,1078635.010000,8798,1502,7296
fae0c593,fae0c593,1,2993957.030000,1124095.530000,6147,1744,4403
fb03ae90,fb03ae90,1,2887512.650000,1010775.890000,8129,1698,6431
fb0904bd,fb0904bd,1,2959641.080000,1084820.460000,5087,1906,3181
fb3848a1,fb3848a1,0,2898588.240000,1028270.990000,7859,1940,5919
fb73b13a,fb73b13a,4,3007319.270000,1138458.420000,7465,1825,5640
fba7683c,fba7683c,1,3006292.430000,1098131.060000,2058,1651,407
fbd68d27,fbd68d27,3,2910119.060000,1036228.370000,8552,1723,6829
fc03f21f,fc03f21f,0,3002897.425000,1106308.420000,6202,1399,4803
fc0d20b2,fc0d20b2,2,2932982.615000,1068088.600000,5308,1354,3954
fcfcc902,fcfcc902,2,2984003.470000,1091611.740000,4665,1874,2791
fd3b4faa,fd3b4faa,0,3006930.485000,1125137.840000,6956,1934,5022
fd710aea,fd710aea,0,3008924.840000,1094805.495000,5960,1743,4217
fd8f77fa,fd8f77fa,4,3004190.755000,1114208.160000,6756,1484,5272
fde20ecf,fde20ecf,4,3023369.340000,1118216.160000,6386,1719,4667
fdfd57da,fdfd57da,3,3001901.550000,1113324.740000,7364,2128,5236
febb4411,febb4411,1,3022787.890000,1085818.410000,6275,2028,4247
fef8af96,fef8af96,2,2931917.475000,1055381.945000,5068,1242,3826
ff0aea78,ff0aea78,1,2983823.480000,1071038.590000,4976,1715,3261
ff8bb73a,ff8bb73a,2,2938074.820000,1061624.890000,7670,1743,5927
ffefef30,ffefef30,4,2945418.620000,1012393.490000,6421,1851,4570
